,Selfies
6660,C C =C C =C Branch2 =Branch1 C C =Branch1 C =O N C@@H1 C =Branch1 C =O N C@H1 Branch1 =Branch1 C Branch1 C C C C =Branch1 C =O N C C C C@@H1 Ring1 Branch1 C =Branch1 C =O N Branch1 C C C C =Branch1 C =O N Branch1 C C C@@H1 Branch1 =Branch1 C Branch1 C C C C =Branch1 C =O O C@H1 Ring2 Ring1 S C C =C Ring2 Ring2 #Branch2 O C =C Branch1 Ring2 N Ring1 =Branch1 C Branch2 =Branch1 C C =Branch1 C =O N C@H1 C =Branch1 C =O N C@@H1 Branch1 =Branch1 C Branch1 C C C C =Branch1 C =O N C C C C@H1 Ring1 Branch1 C =Branch1 C =O N Branch1 C C C C =Branch1 C =O N Branch1 C C C@H1 Branch1 =Branch1 C Branch1 C C C C =Branch1 C =O O C@@H1 Ring2 Ring1 S C =C Branch1 C N C =Branch1 C =O C@@H1 Ring2 Ring2 =N C
1891,C N C =C C =C C =C Ring1 =Branch1 C Branch1 #Branch2 C =C C =C C =C Ring1 =Branch1 Cl =N C C Ring2 Ring1 C Branch1 C Cl C O
4082,O =C Branch1 #Branch2 C N C C O C Ring1 Branch1 =O N C C C C@H1 Branch2 Ring1 C C C =N C Branch1 Branch2 C C =C S C =Ring1 Branch1 =N O Ring1 #Branch2 C Ring1 P
530,C C Branch1 C C Branch1 C C C =C N =C Branch2 Ring1 =Branch2 C S C =C N =C Branch1 =C N C =Branch1 C =O C C C N C C Ring1 =Branch1 S Ring1 =C O Ring2 Ring1 Branch1
1289,C C Branch1 #Branch1 C N Branch1 C C C C N C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 Ring1 C #N C =C Ring1 Branch2 Ring1 S
7195,C C C@@H1 C C C@H1 Branch1 C N C@H1 Branch2 Ring2 =Branch2 O C@@H1 C@@H1 Branch1 C N C C@H1 Branch1 C N C@H1 Branch2 Ring1 Branch1 O C@@H1 O C C@@ Branch1 C C Branch1 C O C@H1 Branch1 Ring1 N C C@@H1 Ring1 #Branch2 O C@H1 Ring2 Ring1 Ring2 O O Ring2 Ring1 =N
2099,C C@@H1 Branch1 C O C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 Branch2 C@H1 C C C O Ring1 Branch1 S C@H1 Ring1 S Ring1 =N
6793,C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C =C C =C C =C Ring1 =Branch1 C@@H1 Ring1 N C N C C C C C@H1 Ring1 #Branch2 Ring1 =Branch1
7063,C C C =Branch1 C =O O C@@ Branch2 Ring1 #Branch1 C C N Branch1 C C C C C C =N C =C C =C C =C Ring1 =Branch1 NH1 Ring1 =Branch2 C C C =C C Branch1 C F =C C =C Ring1 #Branch1 C@@H1 Ring2 Ring1 O C Branch1 C C C
3740,O =C C C C Branch1 C O C C C =C C =C Branch1 C O C =C Ring1 #Branch1 C Ring1 N Branch1 N C C N Ring1 =N C C C C Ring1 Ring1 C Ring2 Ring1 #Branch1 O Ring1 N
6462,C O /N =C Branch2 Ring2 Branch2 \C =Branch1 C =O N C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 #Branch2 C S C =C N =N S Ring1 Branch1 C S C@@H1 Ring2 Ring1 Ring1 Ring1 S C =C S C Branch1 C N =N Ring1 =Branch1
5690,C C C C Branch2 Branch1 #C N C =Branch1 C =O C C C C C C Ring1 Branch1 C N Ring1 Branch2 C =Branch1 C =O C Branch2 Ring1 =C N C =Branch1 C =O C Branch1 =C N C =Branch1 C =O C =C N =C C =N Ring1 =Branch1 C C C C C C Ring1 =Branch1 C Branch1 C C Branch1 C C C C =Branch1 C =O C =Branch1 C =O N C C C Ring1 Ring1
397,O C Branch1 =Branch2 C N C =N C =N Ring1 Branch1 Branch1 =Branch2 C N C =N C =N Ring1 Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1 F
3271,C N C =Branch1 C =O O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C Branch1 C C C C N Branch1 C C C@H1 Ring1 #Branch1 N Ring1 O C
525,O =C NH1 C Branch2 Ring1 =Branch1 C C C N C C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C C Ring1 N =N C =C Branch1 C Cl C =C C =C Ring2 Ring1 #Branch2 Ring1 #Branch1
6520,C O C =C C =C Branch1 =Branch2 S Branch1 C N =Branch1 C =O =O C =C Ring1 #Branch2 C =Branch1 C =O N C C@H1 C C C N Ring1 Branch1 C
5016,C C Branch1 C C C@H1 Branch1 =Branch2 C N C C C C Ring1 Branch1 N Branch1 C C C =Branch1 C =O C C =C C =C Branch1 C Cl C Branch1 C Cl =C Ring1 Branch2
475,C S =Branch1 C =O =Branch1 C =O C =C C =C Branch2 Ring1 Branch1 C =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O O C Ring1 N C =C Ring2 Ring1 C
3940,C O C C@ Branch1 =Branch1 C =Branch1 C =O O C@H1 Branch1 =N C =C C =C Branch1 Ring1 O C C =C Ring1 Branch2 C@@H1 Ring1 =C S =Branch1 C =O =Branch1 C =O C =C C =C Branch1 C Cl C =C Ring1 #Branch1
5842,C C =C C Branch1 =Branch2 C Branch1 C C Branch1 C C C =C Branch1 C O C Branch1 C C =C Ring1 N C C =N C C N Ring1 Branch1
3576,C C@H1 C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C =Branch1 C =O C C Ring1 P Branch1 C C C Ring2 Ring1 Branch1 Branch1 C O C =Branch1 C =O C O
5998,C =C C N C C C@@ C =C C =C C Branch1 C O =C Ring1 #Branch1 C@ Branch1 C O Branch1 Ring2 C C C C@H1 C C@@ Ring1 S Branch1 S C =C C@@ Ring1 =Branch1 Branch1 Ring1 O C C@@H1 Ring2 Ring1 =Branch1 O C C@H1 Ring2 Ring1 N C Ring2 Ring1 Branch2
865,C C C C C C C N Branch2 Ring1 Branch1 C C C N C =Branch1 C =O C C C =C C =C C =C Ring1 =Branch1 Ring1 O C C Ring2 Ring1 Ring2
7193,C C C@@H1 Branch1 #Branch1 O C Branch1 C N =O C C C C C C Ring1 =Branch1
6301,C C C@@ Branch1 C O C C@@H1 C N Branch2 #Branch1 #Branch1 C C C =C Branch1 N NH1 C =C C =C C =C Ring1 =Branch2 Ring1 =Branch1 C@@ Branch1 #Branch1 C =Branch1 C =O O C Branch2 Branch1 =Branch1 C =C C =C Branch1 #Branch1 C =C Ring1 =Branch1 O C N Branch1 C C C@H1 C@@ Ring1 #Branch2 C C N C C =C C@ Branch1 Ring1 C C Branch1 =Branch1 C@@H1 Ring1 Branch2 Ring1 O C@@H1 Branch1 C O C@ Ring1 #C Branch1 C O C Branch1 C N =O C Ring2 Ring2 P C Ring2 Branch1 Branch1
136,C O C =Branch1 C =O C C =Branch1 C =O C =C Branch1 P N C =C C =C C Branch1 =Branch1 N+1 =Branch1 C =O O-1 =C Ring1 =Branch2 C C Ring1 P C
5190,C C C C C =Branch1 C =O N Branch2 Ring1 O C C =C C =C Branch1 S C =C C =C C =C Ring1 =Branch1 C N =N NH1 N =Ring1 Branch1 C =C Ring1 P C Branch1 =Branch1 C =Branch1 C =O O C Branch1 C C C
4660,O C C N C C N Branch2 Ring1 O C C C =C C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 #C C C Ring2 Ring1 Branch2
6144,C C Branch1 C C S C@H1 C@@H1 Branch2 Ring1 =Branch2 N C =Branch1 C =O C@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 N C Ring1 N Branch1 C C C C =Branch1 C =O N Ring2 Ring1 Ring1 C@H1 Ring2 Ring1 #Branch1 C =Branch1 C =O O
3872,C C S =Branch1 C =O =Branch1 C =O C@H1 C@H1 Branch1 Ring1 C O C@@H1 Ring1 Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
1477,C C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N C =Branch1 C =O N Branch1 =N C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 =Branch1 =O
4757,C C Branch1 C C O C@@H1 C C@H1 C C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 =N Branch1 C Cl C@@H1 Branch1 C Cl C C@ Ring2 Ring1 Ring1 Branch1 C C C@ Ring2 Ring1 #Branch1 Branch1 #Branch1 C =Branch1 C =O C F O Ring2 Ring1 #C
32,O =C Branch1 C O C =N C =C C =C Branch1 =Branch2 C Branch1 C F Branch1 C F F C =C Ring1 #Branch2 N =C Ring1 =C N C C =C C =C Branch1 =Branch2 C Branch1 C F Branch1 C F F C =C Ring1 #Branch2
1231,C C Branch1 C C Branch1 C C C@ Branch1 C O C C N C C@H1 C =C C =C C =C Ring1 =Branch1 C C C =C C =C C =Branch1 =Branch1 =C Ring1 =Branch1 Ring1 #C C@@H1 Ring2 Ring1 C C Ring2 Ring1 #Branch1
6654,C N+1 Branch1 C O-1 C@H1 C C C@@H1 Ring1 =Branch1 C C Branch2 Ring1 Ring1 O C =Branch1 C =O C@@H1 Branch1 Ring1 C O C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 Ring1
6692,N C =Branch1 C =O C N C =Branch1 C =O C@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 Ring1 S
3248,C N C C@H1 C C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C@@H1 Ring1 P C Ring2 Ring1 Ring2
1879,C N C C@@H1 Branch1 Ring2 C C #N C C C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@H1 Ring1 N Ring2 Ring1 Ring1
6757,O =C N C =Branch1 C =O C@@ Branch1 N C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C C@@H1 Ring1 =C Ring1 #Branch2
479,Cl C C Branch1 C Cl Cl
7199,C C C@@ Branch1 C C Branch1 C O C@H1 C C@ C =C C@@ Ring1 =Branch1 Branch1 Ring1 O C C@H1 O C =C Branch1 Ring1 O C C =C C =C Ring1 Branch2 C@@ Ring1 O Ring1 P C C N Branch1 #Branch1 C C C C Ring1 Ring1 C@@H1 Ring2 Ring1 =Branch2 C Ring1 N
939,Cl C =C C =C NH1 N =C Branch2 Ring1 N N C C C N Branch1 P C C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 O C O Ring1 =Branch1 C C Ring1 S C Ring2 Ring1 =Branch1 =C Ring2 Ring1 #Branch2
4890,C O C@@H1 C@@H1 Branch2 Ring2 =C O C O C@H1 Branch1 C C C@@H1 Branch2 Ring1 =Branch1 O C@H1 C C@@ Branch1 C C Branch1 C O C@@H1 Branch1 C O C@H1 Branch1 C C O Ring1 #Branch2 C@H1 Branch1 =Branch1 N Branch1 C C C C@H1 Ring2 Ring1 Branch1 O C@@H1 Branch1 Ring2 C C =O C C@@H1 Branch1 C C C@@H1 Branch2 Ring1 Ring2 O C C C C@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Branch1 C C O Ring1 #Branch2 C =C C =C C C@@H1 Branch1 C C O C =Branch1 C =O C C@H1 Ring2 Branch1 Branch2 O
3563,C C@H1 C C@@H1 C@H1 Branch2 Ring1 O C@@H1 Branch1 C O C C Branch1 C C C@H1 Ring1 Branch2 C C C Ring1 =Branch1 Branch1 C O C =Branch1 C =O C O C Branch1 C C C =C C =Branch1 C =O C =C Ring2 Ring1 #Branch2 Ring1 Branch2
6159,C C =C Branch2 Ring1 Ring2 C =Branch1 C =O O C C =Branch1 C =O O C Branch1 C C Branch1 C C C N C =Branch1 C =O C@@H1 Branch2 Ring1 C N C =Branch1 C =O C@@H1 Branch1 C N C =C C =C C =C Ring1 =Branch1 C@H1 Ring1 S S C Ring2 Ring1 #C
1250,C C Branch1 C C C N C =Branch1 C =O C@@H1 Branch1 =Branch1 C Branch1 C C C O C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@H1 Branch1 C C O C =Branch1 C =O C@@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@@H1 Branch1 =Branch1 C Branch1 C C C O C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@H1 Branch1 C C O C =Branch1 C =O C@@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@@H1 Branch1 =Branch1 C Branch1 C C C O C =Branch1 C =O C@H1 Branch1 =Branch1 C Branch1 C C C N C =Branch1 C =O C@H1 Branch1 C C O C Ring2 =Branch1 #Branch2 =O
4045,C C =C C =C Branch2 Ring2 C S C C C =Branch1 C =O N C@@H1 Branch1 C C C =C C =C Branch1 N N C C C C@@H1 Branch1 C C C Ring1 #Branch1 C =C Ring1 =N C =C Ring2 Ring1 O
4373,C C C =C Branch1 C C C Branch1 Ring1 C C C =Branch1 C =O N C =Branch1 C =O N C Ring1 #Branch2 =O
7028,C C Branch1 C C S C@@H1 C@H1 Branch2 Ring2 =Branch1 N C =Branch1 C =O C@@H1 Branch2 Ring1 Branch1 N C =Branch1 C =O C =C NH1 C =C C =C N =C Ring1 =Branch1 C Ring1 #Branch2 =O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 =N C@H1 Ring2 Ring1 P C =Branch1 C =O O
4385,C C C C C C Branch2 Ring2 =Branch2 C =Branch1 C =O N C Branch1 =Branch1 C Branch1 C C Cl C O C Branch1 Ring1 S C C Branch1 #Branch2 O P =Branch1 C =O Branch1 C O O C Branch1 C O C Ring1 =C O N Branch1 C C C Ring2 Ring1 N
7215,C C C@H1 Branch1 C C C@@H1 Branch1 Ring1 C C C Branch1 C N =O
4693,C C =Branch1 C =N N C C C@@H1 Branch2 Ring1 =C S C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C@H1 Branch1 =Branch1 C@@H1 Branch1 C C O C@H1 Ring1 Branch2 C Ring1 =C C Ring2 Ring1 Ring2
2458,O =C C N =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C Branch1 C Cl =C C =C Ring1 #Branch1 N Ring2 Ring1 C C C O C C C C Ring1 Ring1
6373,C N Branch2 =Branch1 Branch1 C C N Branch1 C C C N C =Branch1 C =O C =C Branch1 C O C@@H1 Branch1 =Branch1 N Branch1 C C C C@H1 C C@@H1 C =Branch1 #C =C Branch1 C O C@@ Ring1 #Branch1 Branch1 C O C Ring1 S =O C =Branch1 C =O C =C Branch1 C O C =C C =C Ring1 #Branch1 C@ Ring2 Ring1 C Branch1 C C O C N C =Branch1 C =O C =C Branch1 C O C@@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 C C@H1 C =Branch1 #C =C Branch1 C O C@@ Ring1 #Branch1 Branch1 C O C Ring1 S =O C =Branch1 C =O C =C Branch1 C O C =C C =C Ring1 #Branch1 C@ Ring2 Ring1 C Branch1 C C O
177,C N C C N Branch2 Branch1 Ring1 C C =C C =C Branch2 Ring2 =Branch1 N C =N C =C Branch1 C Cl C Branch2 Ring1 =Branch1 N C =C C =C C =C Ring1 =Branch1 S =Branch1 C =O =Branch1 C =O N Branch1 C C C =N Ring2 Ring1 Ring2 C =C Ring2 Ring1 O C C Ring2 Ring2 C
79,N C C Branch1 N C C =N O C =Branch1 C =O NH1 Ring1 =Branch1 C C C C C Ring1 =N
1013,C N C Branch1 C C C C C C C C C Ring1 =Branch1
647,O =C C C C N Ring1 Branch1 C C C C N C C N Branch2 Ring1 Ring1 C =C C Branch1 =Branch2 C Branch1 C F Branch1 C F F =C C =N Ring1 #Branch2 C C Ring1 S
3644,Cl C =C C =C C Branch1 C Cl =C Ring1 #Branch1 N C@H1 N =C C N Ring1 Branch1
4300,C C C C C C C Branch1 C F C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 =N Branch1 C Cl C Branch1 C F C C Ring2 Ring1 Ring1 Branch1 C C C Ring2 Ring1 #Branch1 C =Branch1 C =O C O
2479,O =C N C C N Ring1 Branch1 C C C N Branch1 P C C C C O C =C C =C C =C Ring1 =Branch1 O Ring1 #Branch2 C C Ring2 Ring1 C
4981,N C C C@@H1 Branch1 C O C N C@@H1 C C@H1 Branch1 C N C@@H1 Branch2 Ring1 Branch1 O C@H1 O C@H1 Branch1 Ring1 C N C@@H1 Branch1 C O C@H1 Branch1 C O C@H1 Ring1 #Branch2 O C@H1 Branch1 C O C@H1 Ring2 Ring1 Ring2 O C@H1 O C@H1 Branch1 Ring1 C O C@@H1 Branch1 C O C@H1 Branch1 C N C@H1 Ring1 #Branch2 O
7261,C N Branch1 C C C@H1 C =Branch1 C =O C Branch1 =C C =Branch1 C =O N C N C C C C Ring1 Branch1 =C Branch1 C O C@@ Branch1 C O C =Branch1 C =O C =C Branch1 C O C =C Branch1 C O C =C C =C Ring1 #Branch1 C@@ Branch1 C C Branch1 C O C@H1 Ring1 =C C C@@H1 Ring2 Ring2 Ring1 Ring2 Ring1 Ring2
4921,C C@@H1 Branch1 C O C@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 =C S C C N C =N C =N+1 Ring1 Branch1 C Ring1 Branch2 C@H1 Branch1 C C C@H1 Ring2 Ring1 Branch1 Ring2 Ring1 C
808,Cl C =C C Branch1 C Cl =C Branch1 =Branch2 N C =N C C N Ring1 Branch1 C Branch1 C Cl =C Ring1 =C
4370,C C C O C =Branch1 C =O C Branch1 C C C Branch2 Ring1 #Branch1 O C C C Branch1 C C Branch1 Ring1 O C C Branch1 C O C Branch1 C C O Ring1 O C Branch1 C C C Branch2 Ring1 Branch1 O C O C Branch1 C C C C Branch1 =Branch1 N Branch1 C C C C Ring1 #Branch2 O C Branch1 C C Branch1 C O C C Branch1 C C C N Branch1 C C C Branch1 C C C Branch1 C O C Ring2 Ring2 S Branch1 C C O
6001,C =C C N C C@H1 Branch2 Ring1 #Branch1 C =Branch1 C =O N Branch1 =Branch2 C C C N Branch1 C C C C =Branch1 C =O N C C C C@@H1 C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@@H1 Ring1 N Ring2 Ring1 =C
4532,C O C C =C Branch1 =Branch1 C Branch1 C C C N =C Branch1 =Branch1 C Branch1 C C C C Branch2 Ring1 C C =C C Branch1 C O C C Branch1 C O C C =Branch1 C =O O =C Ring2 Ring1 #Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1
3137,C C C@H1 Branch1 C N C C =C NH1 C =C C =C C =C Ring1 =Branch2 Ring1 =Branch1
2182,C C =C C =C Branch1 =Branch1 C Branch1 C C C C Branch1 #Branch2 O C C =N C C N Ring1 Branch1 =C Ring1 S
1921,C N C C C C O C =C C =C C =C Ring1 =Branch1 C C =C C =C C =C Ring1 =Branch1
1560,C C C N C C Branch1 S N S =Branch1 C =O =Branch1 C =O N Branch1 Ring1 C C C C C C C C =C Branch1 C O C =C C =C Ring1 #Branch1 C C Ring1 O Ring2 Ring1 Branch2
6312,C C C@@ C C N Branch1 Branch2 C C C C C Ring1 Ring2 C@H1 Branch1 S C C =C C =C Branch1 C O C =C Ring1 #Branch1 Ring2 Ring1 C C Ring2 Ring1 Ring1 Branch1 C C C
3261,C N C =C C Branch1 C F =C C =C Ring1 #Branch1 C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 =N C C@@H1 Ring2 Ring1 C C N C =Branch1 C =O C C =C O C =Ring1 Branch1
2216,C C N =C N Branch1 Ring2 N =Ring1 Branch1 C Branch1 N N C C N Branch1 C C C C Ring1 #Branch1 =N C =C C =C C =C Ring1 =Branch1 C Ring2 Ring1 Ring1
258,C C Branch1 C C C N Branch2 Ring1 #C C C@@H1 Branch1 C O C@H1 Branch1 #Branch2 C C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O O C@@H1 C C O C Ring1 Branch1 S =Branch1 C =O =Branch1 C =O C =C C =C Branch1 C N C =C Ring1 #Branch1
4774,C C =C C C@@H1 C C@@H1 Branch1 C C C@ Branch1 C O Branch2 Ring1 =N C =Branch1 C =O C O C =Branch1 C =O C =C C =C C Branch1 =Branch2 S =Branch1 C =O =Branch1 C =O O =C Ring1 #Branch2 C@@ Ring2 Ring1 #Branch1 Branch1 C C C C@H1 Branch1 C O C@@H1 Ring2 Ring1 =N C@@ Branch1 C C C C C =N N Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =Ring1 O C =C Ring2 Ring2 #C Ring1 S
4412,C C N C =Branch1 C =O C =C C =C C =C C Branch1 C Br =C Ring1 #Branch1
4556,C O C =C C =C Branch1 #Branch1 C =C Ring1 =Branch1 O C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C N Branch1 C C C C Ring2 Ring1 C
5477,C C C C =C O C Branch1 =Branch1 C =Branch1 C =O O =C C =Branch1 C =O C Ring1 #Branch2 =C C C =Branch1 C =O C =C Branch1 =Branch1 C =Branch1 C =O O N Branch1 Ring1 C C C Ring2 Ring1 Branch2 =Ring1 N
7022,C C Branch1 C C S C@@H1 C@H1 Branch2 Ring2 =Branch1 N C =Branch1 C =O C@@H1 Branch2 Ring1 Branch1 C =Branch1 C =O O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 O C@H1 Ring2 Ring1 #C C =Branch1 C =O O
1463,C C C Branch1 #Branch1 O C Branch1 C C =O C Branch1 O C C Branch1 C C N Branch1 C C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1
7114,C C C N C@@H1 C C C N =C Branch1 C N S C =Ring1 =Branch1 C Ring1 #Branch2
4407,C C N Branch1 Ring1 C C S =Branch1 C =O =Branch1 C =O N C C C C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C Ring1 N N Branch1 C C C Ring1 P
4256,C C Branch1 C C S C C Branch2 Branch1 P N C =Branch1 C =O C Branch2 Ring2 =N N C =Branch1 C =O C =C C =C Branch2 Ring1 O C =C C =C Branch1 P S =Branch1 C =O =Branch1 C =O N Branch1 Ring2 C C O C C O C =C Ring1 S NH1 C Ring2 Ring1 =Branch1 =O C =C C =C Branch1 C O C =C Ring1 #Branch1 C =Branch1 C =O N Ring2 Ring2 #Branch2 C Ring2 Ring2 =C C =Branch1 C =O O
4630,O =C Branch2 Ring2 N C N C C C Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 C Branch2 Ring1 C C O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 O C O Ring1 =Branch1 C Ring2 Ring1 Branch2 C =C C =C Branch1 C F C =C Ring1 #Branch1
2503,O =C NH1 C =C C =C C =C Ring1 =Branch1 N Ring1 =Branch2 C C C N Branch2 Ring1 =N C C C C Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 Branch2
3006,C C C C C =Branch1 C =O O C Branch1 #Branch1 C =Branch1 C =O C O C@@H1 Branch1 C C C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 #Branch2 C
3100,C C O C =Branch1 C =O O C C /C Branch1 =Branch2 S C =Branch1 C =O O C C =C Branch1 C /C N Branch1 Ring1 C =O C C =C N =C Branch1 C C N =C Ring1 #Branch1 N
455,Cl /C =C \Cl
6325,C C C@ Branch1 C O Branch1 Branch2 C O C Branch1 C N =O C =C C =C C =C Ring1 =Branch1
1805,C N C =Branch1 C =O C C S =Branch1 C =O =Branch1 C =O C Ring1 =Branch2 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
6543,C O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O C =C Branch1 C O C =C Branch1 N C Branch1 C O =C Ring1 Branch2 C Ring1 =N =O C C@ Branch1 C O Branch1 #Branch1 C@@H1 Branch1 C O C O C C@H1 Ring1 S O
2370,O =C Branch2 Ring1 O C C C N C C N Branch1 =C C =Branch1 C =O O C C C C C C Ring1 =Branch1 C C Ring1 #C C =C C =C Branch1 C F C =C Ring1 #Branch1
238,C O C =C C =C Branch2 Ring2 Ring1 C C N C C C C Branch1 Ring1 C #N Branch1 P C =C C =C Branch1 Ring1 O C C Branch1 Ring1 O C =C Ring1 #Branch2 C Branch1 C C C C =C Ring2 Ring1 N O C
3993,C O C =C C =C Branch2 Ring1 P C@H1 C@H1 Branch2 Ring1 Ring1 S =Branch1 C =O =Branch1 C =O C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C@@ Ring1 =N Branch1 Ring1 C N C O C =C Ring2 Ring1 #Branch1
1899,C N C =Branch1 C =O O C@H1 O C =Branch1 C =O C@ Branch1 C C C@@H1 C =C C@@H1 Branch1 Ring2 C Ring1 Branch1 C@H1 Ring1 N Ring1 Branch2
868,C C =N C Branch1 S N C C C =C C =C C =C Ring1 =Branch1 C C Ring1 O =C Branch1 Ring1 C #N C =Branch1 C =O N Ring2 Ring1 Ring2 C C Branch1 C F Branch1 C F F
3805,O C@H1 Branch1 =Branch2 C N C =C N =C Ring1 Branch1 C =C C =C Branch1 O C C C =C C =C C =C Ring1 =Branch1 C =C Ring1 =C
6925,C C =Branch1 C =O O C@H1 C =C C Branch1 C C =C C C@H1 Branch1 C O C =C C Branch1 C C =C C@@H1 Branch1 O N C =Branch1 C =O C Branch1 C C =O C@ Branch1 C C C =Branch1 C =O O C@@H1 Branch1 Branch1 C Ring2 Ring1 N C@@H1 Branch1 C C C Ring1 #Branch2 =O
4425,C C O C =C C =C C =C C =C C Ring1 =Branch1 =C Ring1 #Branch2 C =Branch1 C =O N C C =Branch1 C =O N C Ring1 Branch1 S C Branch1 C C Branch1 C C C Ring1 #Branch1 C =Branch1 C =O O
891,C C C C C C C C
2082,C O C =C C =C C =C Ring1 =Branch1 O C C Branch1 C O C O C Branch1 C N =O
3711,N C =N C =C Branch1 =C N =C N Ring1 Branch1 C C C@H1 Branch1 C O C O C =Branch1 C =O NH1 Ring1 S
3855,C C O C C@@ Branch1 Ring1 C N C@H1 Branch1 =N C =C C =C Branch1 Ring1 O C C =C Ring1 Branch2 C@@H1 Ring1 =N S Branch1 C C =Branch1 C =O =O
5910,N C =C C =N C =C Ring1 =Branch1
3025,C C C C N C C@H1 C O C =C C =C C =C Ring1 =Branch1 O Ring1 #Branch2
472,C C Branch1 C F O C =Branch1 C =O C N =C N C =Ring1 Branch1 C N Branch1 C C C =Branch1 C =O C =C C Branch1 C F =C C =C Ring1 #Branch1 Ring1 =C
3494,C C@@H1 Branch1 #Branch1 C N Branch1 C C C C N C =C C =C C =C Ring1 =Branch1 S =Branch1 C =O =Branch1 C =O C =C C =C C =C Ring1 =Branch1 Ring1 S
1887,C N C@H1 C C C@@H1 Ring1 Branch1 C C Branch2 Ring1 =Branch2 N C =Branch1 C =O N C C Branch1 C C Branch1 C C C =C C =C C =C Ring1 =Branch1 Ring1 O C Ring2 Ring1 Branch1
1760,C N Branch1 C C C C N C =Branch1 C =O C =C C =C C =C Ring1 =Branch1 N Branch1 C C C =C C =C C =C Ring1 =Branch1 Ring1 P
90,C N /C =Branch1 #Branch1 =C \N+1 =Branch1 C =O O-1 N C C S C C =C C =C Branch1 #Branch1 C N Branch1 C C C O Ring1 =Branch2
